,client_id,gender,age,age_group,lor,frequency_eng,num_orders_1996,total_order_amount_1996,has_insurance_order_1996,has_household_order_1996,has_leasing_order_1996,has_loan_repayment_order_1996,total_credit,total_withdrawal,total_transactions,balance_mean,balance_std,credit_card_withdraw_count,cash_deposit_count,interbank_in_count,interbank_out_count,cash_withdrawal_count,insurance_payment_count,services_payment_count,interest_credit_count,sanction_interest_count,household_payment_count,pension_credit_count,loan_payment_count,frequency,monetary,recency,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,loan_1997,card_1997,credit_to_withdrawal_ratio,net_cash_flow,net_cash_flow_ratio,credit_to_balance_ratio,withdrawal_to_balance_ratio,loan_to_credit_ratio,interbank_ratio,withdrawal_std_ratio,credit_std_ratio,insurance_ratio,loan_ratio,household_ratio,is_active_customer,relies_on_credit,sanction_interest_ratio,volatility_index
281,686,F,28,20,2,MONTHLY,4,8094.0,1,1,1,0,259544.0,263807.2,100,40824.114,7875.988294016113,0,12,0,40,36,12,12,12,0,12,0,0,100,523351.2,0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,0,0,0.9838397132451274,-4263.200000000012,-42.63200000000012,6.3576150115590995,6.462043487336921,0.0,0.4,0.029855092256830418,0.030345483979657067,0.12,0.0,0.12,0,0,0.0,0.19292490448209393
282,689,M,35,30,3,MONTHLY,0,0.0,0,0,0,0,529255.3,510408.2,72,51145.21527777778,22094.72992382904,0,1,12,47,0,0,12,12,0,0,0,0,72,1039663.5,0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0,0,1.0369255431241113,18847.100000000035,261.76527777777824,10.348090180587382,9.97958845666974,0.0,0.8194444444444444,0.043288352193066336,0.0417468278991803,0.0,0.0,0.0,0,1,0.0,0.431999939854179
283,690,M,57,50,2,MONTHLY,2,6085.0,0,1,0,0,121449.4,127475.2,80,20092.3175,5193.930644238354,0,13,0,31,24,0,12,12,0,12,0,0,80,248924.6,0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,0,0,0.9527296289788131,-6025.800000000003,-75.32250000000003,6.044569024951949,6.344474697854043,0.0,0.3875,0.04074463616639436,0.04276621081897773,0.0,0.0,0.15,0,0,0.0,0.25850331323095777
284,692,F,63,60,3,MONTHLY,1,3662.0,0,1,0,0,76097.3,70419.2,62,33263.84516129032,4116.5654234009335,0,0,12,26,12,0,12,12,0,12,12,0,62,146516.5,0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,0,0,1.0806328387712443,5678.100000000006,91.58225806451622,2.2876880177567585,2.1169891712323134,0.0,0.6129032258064516,0.05845799758305879,0.054096077303674814,0.0,0.0,0.1935483870967742,0,1,0.0,0.12375494785526021
285,694,M,63,60,2,MONTHLY,1,5120.0,0,1,0,0,154219.2,165215.2,76,25469.452631578944,6290.084943983372,0,12,0,40,12,0,12,12,0,12,0,0,76,319434.4,0,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,0,0,0.9334443804202035,-10996.0,-144.68421052631578,6.055065345565669,6.486798220200217,0.0,0.5263157894736842,0.03807207172211377,0.040786652660520686,0.0,0.0,0.15789473684210525,0,0,0.0,0.24696584708634262
286,700,M,70,70,2,MONTHLY,1,2812.0,0,1,0,0,51299.6,50879.2,57,14264.761403508772,1968.6457799856069,0,0,12,21,12,0,12,12,0,12,12,0,57,102178.8,0,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,0,0,1.008262708533153,420.40000000000146,7.375438596491254,3.5962466212285604,3.5667753957304185,0.0,0.5789473684210527,0.0386925458730799,0.038375460627092746,0.0,0.0,0.21052631578947367,0,1,0.0,0.13800762061827193
287,704,M,24,20,1,MONTHLY,0,0.0,0,0,0,0,65373.0,68075.2,57,23206.62456140351,8206.174147909278,0,18,0,27,0,0,12,12,0,0,0,0,57,133448.2,0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,0,0,0.9603056619738173,-2702.199999999997,-47.407017543859595,2.8169973546573512,2.933438243889222,0.0,0.47368421052631576,0.12054572219999762,0.12552849261788931,0.0,0.0,0.0,0,0,0.0,0.353613431638719
288,706,M,51,50,3,MONTHLY,3,5089.0,1,1,0,0,101070.4,112903.2,93,20397.68064516129,3357.0449383173573,0,15,0,30,36,12,12,12,0,12,0,0,93,213973.6,0,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247.0,2103,0,0,0.8951951760446116,-11832.800000000003,-127.23440860215057,4.954994725048594,5.535099895133555,0.0,0.3225806451612903,0.02973383339282994,0.03321491691254173,0.12903225806451613,0.0,0.12903225806451613,0,0,0.0,0.1645797380945716
289,712,M,37,30,2,MONTHLY,1,2054.0,0,1,0,0,37843.3,32533.2,59,17867.06779661017,2948.9174130716974,0,0,12,23,12,0,12,12,0,12,0,0,59,70376.5,0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,0,0,1.1632209558235895,5310.100000000002,90.00169491525428,2.118047596325785,1.8208471793101029,0.0,0.5932203389830508,0.09064332475968233,0.07792442554089356,0.0,0.0,0.2033898305084746,0,1,0.0,0.1650476422119572
290,714,M,29,20,2,MONTHLY,0,0.0,0,0,0,0,223224.7,218875.2,61,64555.63114754098,11597.224664570125,2,12,0,35,0,0,12,12,0,0,0,0,61,442099.9,0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,0,0,1.0198720549427254,4349.5,71.30327868852459,3.457865658378014,3.3904896615411264,0.0,0.5737704918032787,0.05298555827508153,0.05195314257145434,0.0,0.0,0.0,0,1,0.0,0.1796469875426488
291,715,F,47,40,3,MONTHLY,1,6135.0,0,1,0,0,258896.4,267395.2,75,30456.506666666668,10462.077828653004,0,12,0,39,12,0,12,12,0,12,0,0,75,526291.6,0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445.0,5471,0,0,0.9682163329783032,-8498.800000000017,-113.31733333333356,8.500528403782793,8.779575508331444,0.0,0.52,0.0391258998989249,0.04041028700535428,0.0,0.0,0.16,0,0,0.0,0.34350879249402877
292,720,M,45,40,3,MONTHLY,1,2230.0,0,1,0,0,41069.9,48615.2,66,19387.780303030304,2138.601681560943,0,0,12,30,12,0,12,12,0,12,0,0,66,89685.1,0,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,0,0,0.8447954549194492,-7545.299999999996,-114.3227272727272,2.118339457022875,2.5075175827323286,0.0,0.6363636363636364,0.04399039151460742,0.05207223980484352,0.0,0.0,0.18181818181818182,0,0,0.0,0.11030668019415714
293,721,M,59,50,1,MONTHLY,1,3191.0,0,1,0,0,63157.7,73716.0,57,18631.800000000003,4331.899176087287,0,12,0,23,10,0,10,12,0,10,0,0,57,136873.7,0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0,0,0.8567705789787834,-10558.300000000003,-185.23333333333338,3.389779838770274,3.956461533507229,0.0,0.40350877192982454,0.058764707473103354,0.06858861510294528,0.0,0.0,0.17543859649122806,0,0,0.0,0.2325003046451382
294,723,F,42,40,3,MONTHLY,0,0.0,0,0,0,0,111102.2,99375.2,56,36391.489285714284,6270.597351149789,0,12,0,32,0,0,12,12,0,0,0,0,56,210477.4,0,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,0,0,1.1180073096708234,11727.0,209.41071428571428,3.052972059695669,2.730726385496138,0.0,0.5714285714285714,0.06310022370923318,0.05643990264053987,0.0,0.0,0.0,0,1,0.0,0.172309445813512
295,726,M,64,60,1,MONTHLY,1,2082.0,0,1,0,0,38478.4,38299.2,61,19203.108196721314,1976.6162501688846,0,0,12,25,12,0,12,12,0,12,0,0,61,76777.6,0,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,0,0,1.0046789489075492,179.20000000000437,2.9377049180328583,2.003758954322285,1.9944271316733557,0.0,0.6065573770491803,0.051609857390464677,0.05136950211466393,0.0,0.0,0.19672131147540983,0,1,0.0,0.1029320998413354
296,727,F,69,60,1,MONTHLY,1,2895.0,0,1,0,0,56618.7,61925.2,67,19212.51641791045,2279.0319901219236,0,0,12,31,12,0,12,12,0,12,12,0,67,118543.9,0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,0,0,0.9143079069587179,-5306.5,-79.20149253731343,2.946969505109619,3.223169659455519,0.0,0.6417910447761194,0.03680298150223049,0.04025228396487245,0.0,0.0,0.1791044776119403,0,0,0.0,0.11862225335549204
297,729,F,30,30,2,MONTHLY,3,1970.0,1,1,0,0,36491.9,32425.2,84,19836.459523809524,2513.5259505573194,0,0,12,24,36,0,12,12,0,0,0,0,84,68917.1,0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,0,0,1.1254178848549894,4066.7000000000007,48.413095238095245,1.8396377617789657,1.634626378819281,0.0,0.42857142857142855,0.0775176699159086,0.06887901015176846,0.0,0.0,0.0,0,1,0.0,0.12671242806914998
298,731,F,20,20,2,MONTHLY,0,0.0,0,0,0,0,344577.5,344597.2,58,74334.23620689656,12358.105425323205,0,0,12,34,0,0,12,12,0,0,0,0,58,689174.7,0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0,0,0.9999428318047854,-19.70000000001164,-0.33965517241399384,4.6355154446052,4.635780463807726,0.0,0.7931034482758621,0.03586246616433101,0.03586451647401007,0.0,0.0,0.0,0,0,0.0,0.16625052002857127
299,740,M,76,70,3,MONTHLY,1,1869.0,0,1,0,0,83371.4,94643.2,74,22670.66891891892,3702.304091176369,0,0,12,38,12,0,12,12,0,12,12,0,74,178014.6,0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0,0,0.880902167297809,-11271.800000000003,-152.32162162162166,3.6775006638831753,4.1746981678612585,0.0,0.6756756756756757,0.039118543024500116,0.04440736381032787,0.0,0.0,0.16216216216216217,0,0,0.0,0.16330810989378244
300,743,M,58,50,1,WEEKLY,2,8267.0,0,1,0,0,435249.7,411269.0,85,49187.68,24452.530807069168,0,18,0,31,24,0,12,12,0,12,0,0,85,846518.7,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,1.0583090386097664,23980.70000000001,282.1258823529413,8.8487544035417,8.361219720059982,0.0,0.36470588235294116,0.05945629455920375,0.05618046562023861,0.0,0.0,0.1411764705882353,0,1,0.0,0.4971271425501095
301,748,M,63,60,3,MONTHLY,2,2072.0,0,1,0,0,38343.4,43279.2,77,21323.61038961039,1891.9662410463534,0,0,12,29,24,0,12,12,0,12,0,0,77,81622.6,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.8859544538716059,-4935.799999999996,-64.10129870129865,1.7981664126953967,2.029637533664897,0.0,0.5324675324675324,0.043715369994046877,0.04934268325308536,0.0,0.0,0.15584415584415584,0,0,0.0,0.08872635573796574
302,750,F,43,40,3,MONTHLY,0,0.0,0,0,0,0,771922.5,728975.2,82,72858.20243902439,28038.216971862326,0,29,0,41,0,0,12,12,0,0,0,0,82,1500897.7,0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0,0,1.058914624256079,42947.30000000005,523.7475609756103,10.594860621850067,10.005396449494963,0.0,0.5,0.038462511443273145,0.036322580274395846,0.0,0.0,0.0,0,1,0.0,0.3848326754331845
303,751,M,40,40,1,MONTHLY,2,14064.2,0,1,1,0,40500.3,76874.0,35,15662.84857142857,12469.206148687006,0,3,0,16,4,0,10,12,0,4,0,0,35,117374.3,0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0,0,0.5268400239352707,-36373.7,-1039.2485714285713,2.58575570179991,4.908047195210067,0.0,0.45714285714285713,0.1622031655525536,0.30787935271311584,0.0,0.0,0.11428571428571428,0,0,0.0,0.7961007917444048
304,752,M,55,50,3,MONTHLY,1,3639.0,0,1,0,0,102187.2,107143.2,75,37134.13333333333,5197.715313932138,0,20,0,31,12,0,12,12,0,12,0,0,75,209330.4,0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,0,0,0.9537441480187263,-4956.0,-66.08,2.7518401757951354,2.885302291512571,0.0,0.41333333333333333,0.04851185435876601,0.05086464169614333,0.0,0.0,0.16,0,0,0.0,0.13997136454687165
305,754,F,52,50,3,MONTHLY,2,8782.0,0,1,1,0,293277.0,278711.2,75,53008.706666666665,9708.01903606934,0,12,0,39,12,0,12,12,0,12,0,0,75,571988.2,0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,0,0,1.0522612654245684,14565.799999999988,194.2106666666665,5.5326194212623685,5.257838146337218,0.0,0.52,0.03483182246020016,0.03310187650606539,0.0,0.0,0.16,0,1,0.0,0.1831400848376859
306,755,M,52,50,2,MONTHLY,1,3028.0,0,1,0,0,74498.1,74951.2,67,33635.985074626864,3360.165549684867,0,18,0,25,12,0,12,12,0,12,0,0,67,149449.3,0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,0,0,0.9939547332130775,-453.09999999999127,-6.762686567164049,2.2148333053042433,2.2283039974512016,0.0,0.373134328358209,0.04483137761216455,0.045104043588828,0.0,0.0,0.1791044776119403,0,0,0.0,0.09989793794443057
307,756,M,79,70,2,MONTHLY,2,2707.0,0,1,0,0,57309.700000000004,64159.2,76,12868.622368421053,1939.9338811824612,0,0,12,28,24,0,12,12,0,12,12,0,76,121468.9,0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328.0,1452,0,0,0.8932421227197348,-6849.499999999993,-90.1249999999999,4.453444848971177,4.985708505787179,0.0,0.5263157894736842,0.03023625421112578,0.033850009355876245,0.0,0.0,0.15789473684210525,0,0,0.0,0.15074914980355322
308,757,F,29,20,3,MONTHLY,1,2361.0,0,1,0,0,43307.5,38727.2,56,15659.24107142857,2519.5774380765306,0,0,12,20,12,0,12,12,0,12,0,0,56,82034.7,0,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,0,0,1.1182708793819331,4580.300000000003,81.79107142857148,2.7656193427545923,2.4731211316914075,0.0,0.5714285714285714,0.06505963348955078,0.05817877822724772,0.0,0.0,0.21428571428571427,0,1,0.0,0.16090035440310602
309,760,F,63,60,1,MONTHLY,1,3177.0,0,1,0,0,61201.9,44377.4,45,18872.98,5145.35561994769,0,0,12,13,8,0,9,12,0,8,12,0,45,105579.3,0,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,0,0,1.3791231572827611,16824.5,373.8777777777778,3.2428318156433167,2.3513721733398754,0.0,0.5555555555555556,0.1159454050924049,0.08407182816134286,0.0,0.0,0.17777777777777778,0,1,0.0,0.2726307991609004
310,762,M,62,60,2,MONTHLY,4,8097.0,1,1,0,0,94089.7,128826.9,68,18835.379411764705,19886.1396126823,0,3,0,25,30,9,12,10,5,7,0,0,68,222916.6,0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0,0,0.7303575573114001,-34737.2,-510.8411764705882,4.995370570620464,6.839623305890713,0.0,0.36764705882352944,0.15436325497766615,0.21135299201381552,0.1323529411764706,0.0,0.10294117647058823,0,0,0.07352941176470588,1.0557865163183962
311,765,M,30,30,1,MONTHLY,3,8028.0,1,1,0,0,226860.4,230531.2,91,36233.87362637363,7432.717496340606,0,12,0,31,36,12,12,12,0,12,0,0,91,457391.6,0,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157.0,2718,0,0,0.9840767757249343,-3670.8000000000175,-40.33846153846173,6.2610032352399285,6.362311752177741,0.0,0.34065934065934067,0.03224169872165072,0.032763397650452025,0.13186813186813187,0.0,0.13186813186813187,0,0,0.0,0.20513173868693238
312,768,F,68,60,3,MONTHLY,1,2891.0,0,1,0,0,53331.8,48357.2,58,26961.83103448276,2828.12956893228,0,0,12,22,12,0,12,12,0,12,12,0,58,101689.0,0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505,0,0,1.102871961155733,4974.600000000006,85.76896551724148,1.9780481500604112,1.7935428768971102,0.0,0.5862068965517241,0.0584841464959154,0.053028953999907744,0.0,0.0,0.20689655172413793,0,1,0.0,0.10489382435915616
313,778,M,59,50,3,MONTHLY,1,9240.0,0,1,0,0,234513.4,219155.2,71,58595.512676056336,9995.063016037033,12,13,0,22,12,0,12,12,0,12,0,0,71,453668.6,0,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597.0,1875,0,0,1.0700791037584323,15358.199999999983,216.31267605633778,4.002241627213006,3.7401362321308365,0.0,0.30985915492957744,0.04560723640614976,0.0426204345510194,0.0,0.0,0.16901408450704225,0,1,0.0,0.17057727732999728
314,779,F,55,50,2,WEEKLY,1,3430.1,0,0,1,0,389969.9,383060.0,61,57183.79344262295,27680.667212917568,0,14,0,35,0,0,12,12,0,0,0,0,61,773029.9,0,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,0.0,7.01,124,0.0,1358,0,0,1.0180386884561166,6909.900000000023,113.27704918032825,6.819587797918441,6.698751113536296,0.0,0.5737704918032787,0.07226196212843305,0.07098154809619298,0.0,0.0,0.0,0,1,0.0,0.4840648992741586
315,780,M,75,70,1,MONTHLY,1,1697.0,0,1,0,0,84242.9,88229.2,75,24603.652,2684.5208547442426,0,0,12,39,12,0,12,12,0,12,12,0,75,172472.1,0,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824.0,2813,0,0,0.9548188128193387,-3986.300000000003,-53.15066666666671,3.4239998192138303,3.5860204818374117,0.0,0.68,0.030426671155855914,0.031866434497675684,0.0,0.0,0.16,0,0,0.0,0.1091106659590309
316,781,M,54,50,3,MONTHLY,2,6714.0,0,1,0,0,264137.4,246703.2,79,52065.13544303798,8919.30659930005,0,12,0,31,24,0,12,12,0,12,0,0,79,510840.6,0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,0,0,1.0706687225783857,17434.20000000001,220.68607594936722,5.073210657234924,4.73835701954346,0.0,0.3924050632911392,0.036153996378239316,0.033767677728712586,0.0,0.0,0.1518987341772152,0,1,0.0,0.17131054252337907
317,782,F,36,30,3,MONTHLY,1,7591.0,0,1,0,0,190880.6,185127.2,68,54897.49117647059,6798.099927113861,0,14,0,30,12,0,12,12,0,12,0,0,68,376007.8,0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0,0,1.0310780911719077,5753.399999999994,84.60882352941168,3.4770368537681486,3.3722342502847686,0.0,0.4411764705882353,0.03672123776038238,0.03561440988300467,0.0,0.0,0.17647058823529413,0,1,0.0,0.1238326156884118
318,785,M,65,60,2,MONTHLY,1,2885.0,0,1,0,0,74590.2,70515.2,63,28702.238095238095,3074.308377213119,0,0,12,27,12,0,12,12,0,12,12,0,63,145105.4,0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,0,0,1.0577889589762208,4075.0,64.68253968253968,2.598759014976433,2.456784023810985,0.0,0.6190476190476191,0.04359781121252041,0.04121598249117336,0.0,0.0,0.19047619047619047,0,1,0.0,0.10711040606004758
319,786,M,21,20,3,MONTHLY,4,4469.0,1,1,0,0,309838.7,286203.2,108,52944.57685185185,13206.65539003503,0,12,0,36,48,12,12,12,0,12,0,0,108,596041.9,0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850.0,1903,0,1,1.0825829340831967,23635.5,218.84722222222223,5.852132898653297,5.405713238597532,0.0,0.3333333333333333,0.04614433168474367,0.04262429254329762,0.1111111111111111,0.0,0.1111111111111111,1,1,0.0,0.24944302467445442
320,788,M,25,20,3,MONTHLY,2,2928.0,0,1,0,0,76821.9,72291.2,85,36011.90588235294,5425.472895547642,0,20,0,29,24,0,12,12,0,12,0,0,85,149113.1,0,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,0,0,1.062672911779027,4530.699999999997,53.30235294117644,2.133236165033002,2.0074249953936802,0.0,0.3411764705882353,0.07505025363457297,0.07062403944119636,0.0,0.0,0.1411764705882353,0,1,0.0,0.1506577550566772
321,793,M,21,20,2,MONTHLY,1,3330.0,0,1,0,0,67892.8,77215.2,64,24681.0234375,5775.727235973198,0,14,0,26,12,0,12,12,0,12,0,0,64,145108.0,0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0,0,0.8792672945223221,-9322.399999999994,-145.6624999999999,2.7508097535714278,3.1285250466024155,0.0,0.40625,0.07480039209861786,0.08507127760194302,0.0,0.0,0.1875,0,0,0.0,0.2340149001762074
322,797,M,51,50,1,MONTHLY,1,4149.0,0,1,0,0,124548.4,121263.2,73,40623.135616438354,6803.574629649758,0,15,0,34,12,0,12,12,0,12,0,0,73,245811.6,0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179.0,4987,0,1,1.0270914836487903,3285.199999999997,45.00273972602736,3.0659474732817245,2.985077300407363,0.0,0.4657534246575342,0.05610584769039378,0.054625949668159195,0.0,0.0,0.1643835616438356,0,1,0.0,0.16748029236070733
323,809,M,80,80,1,MONTHLY,1,2058.0,0,1,0,0,57295.5,47991.2,57,24911.433333333334,3348.7753569846427,0,0,12,21,12,0,12,12,0,12,12,0,57,105286.7,0,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660.0,2123,0,0,1.1938751271066363,9304.300000000003,163.23333333333338,2.2999680200389916,1.9264728511540214,0.0,0.5789473684210527,0.06977894607729423,0.05844744102040549,0.0,0.0,0.21052631578947367,0,1,0.0,0.13442724520004773
324,810,F,54,50,1,MONTHLY,2,8062.0,0,1,0,1,149959.3,149851.2,83,29828.14819277108,7283.179521977778,0,19,0,40,12,0,12,12,0,12,0,0,83,299810.5,0,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212.0,2471,1,0,1.0007213822778862,108.09999999997672,1.3024096385539363,5.0274425026607235,5.023818409093086,0.0,0.4819277108433735,0.0486027440686346,0.04856770818467263,0.0,0.0,0.14457831325301204,0,1,0.0,0.24417136038444628
325,812,M,59,50,1,MONTHLY,1,3017.0,0,1,0,0,72518.9,81147.6,64,27440.653125,4956.386848026663,0,16,0,25,11,0,11,12,0,11,0,0,64,153666.5,0,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,0,0,0.893666602585905,-8628.700000000012,-134.82343750000018,2.6427541527403053,2.9572036653190996,0.0,0.390625,0.06107866219120051,0.06834613939299497,0.0,0.0,0.171875,0,0,0.0,0.18062204370460525
326,814,M,40,40,3,MONTHLY,3,5088.0,1,1,0,0,100107.8,102131.2,86,19571.103488372093,3989.7064465932426,0,12,0,26,36,12,12,12,0,12,0,0,86,202239.0,0,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003.0,1181,0,0,0.9801882284747463,-2023.3999999999942,-23.52790697674412,5.115082042230153,5.218469160958649,0.0,0.3023255813953488,0.03906452138615078,0.03985410174425212,0.13953488372093023,0.0,0.13953488372093023,0,0,0.0,0.20385700014123745
327,822,F,40,40,1,WEEKLY,1,3847.2,0,0,1,0,217086.4,228045.0,49,44373.09387755102,18623.870893352254,0,12,0,25,0,0,9,12,0,0,0,0,49,445131.4,0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,0,0,0.9519454493630642,-10958.600000000006,-223.6448979591838,4.892298035360277,5.139263009906352,0.0,0.5102040816326531,0.08166752567849439,0.08579013191684165,0.0,0.0,0.0,0,0,0.0,0.41971089383006344
328,823,M,43,40,3,MONTHLY,3,6070.0,1,1,0,0,138624.5,138335.2,92,22707.653260869567,5105.061088837085,0,14,0,30,36,12,12,12,0,12,0,0,92,276959.7,0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445.0,5471,0,0,1.0020912970812923,289.29999999998836,3.144565217391178,6.104747963493058,6.092007765433996,0.0,0.32608695652173914,0.03690355808815894,0.03682654284658978,0.13043478260869565,0.0,0.13043478260869565,0,1,0.0,0.22481676244520882
329,825,M,22,20,3,MONTHLY,1,2509.0,0,1,0,0,55842.2,52473.2,75,29972.254666666668,3009.2717949289586,0,8,12,31,12,0,12,12,0,12,0,0,75,108315.4,0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0,0,1.064204203288536,3369.0,44.92,1.8631297718854738,1.7507258157110723,0.0,0.5733333333333334,0.05734873792581658,0.05388884741161628,0.0,0.0,0.16,0,1,0.0,0.10040191598517575
330,831,M,51,50,2,MONTHLY,1,6329.0,0,1,0,0,235018.9,237123.2,72,41102.07916666667,8742.523263956893,0,13,0,35,12,0,12,12,0,12,0,0,72,472142.1,0,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159.0,2674,0,0,0.9911257101793497,-2104.3000000000175,-29.226388888889133,5.717932152459035,5.769129075891233,0.0,0.4861111111111111,0.036869118095390466,0.03719923488688311,0.0,0.0,0.16666666666666666,0,0,0.0,0.21270270120658477
331,835,F,56,50,3,MONTHLY,1,6372.0,0,1,0,0,290202.7,279179.2,71,61913.960563380286,11830.979110447748,0,12,0,35,12,0,12,12,0,12,0,0,71,569381.9,0,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580.0,1525,0,0,1.039485391461828,11023.5,155.2605633802817,4.6871932817627515,4.509147815123359,0.0,0.49295774647887325,0.04237772409422961,0.04076798427598278,0.0,0.0,0.16901408450704225,0,1,0.0,0.19108742200939596
332,839,F,44,40,3,MONTHLY,0,0.0,0,0,0,0,518444.7,522702.2,67,65863.06417910448,23512.029183414343,0,19,0,36,0,0,12,12,0,0,0,0,67,1041146.9,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0,0,0.9918548267062967,-4257.5,-63.54477611940298,7.871554511799958,7.936196205184013,0.0,0.5373134328358209,0.044981691646628505,0.04535108408556272,0.0,0.0,0.0,0,0,0.0,0.35698353054873055
333,840,M,62,60,2,MONTHLY,2,2762.0,0,1,0,0,61760.0,56619.2,77,15929.25844155844,2334.8972520699604,0,17,0,24,24,0,12,12,0,12,0,0,77,118379.2,0,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563.0,1542,0,0,1.090796055048464,5140.800000000003,66.76363636363641,3.8771421925625877,3.554415304875966,0.0,0.3116883116883117,0.04123861255669385,0.0378059788223763,0.0,0.0,0.15584415584415584,0,1,0.0,0.1465791556233628
